Timestamp,Gender ,Age ,1.     Marital Status:,  Are your parents together or separated?  ,1.     Have you experienced domestic abuse or family violence?,1.     Has a parent or close family relative or love ones  died in the last 12 months?,1.     Have you recently ended a romantic relationship?,8.     What is your highest level of education?,8.     What is your current employment status?,8.     Please indicate the highest level of schooling completed by your mother:,8.     Please indicate the highest level of schooling completed by your Father:,8.     How often do you exercise or walk ?,"8.     If given a choice between a healthy meal and junk food, which would you pick?",8.     How many times a week do you eat home-cooked meals instead of fast food?,"8.     Do you prefer sugary drinks (e.g., soda, energy drinks) over water or fresh juices?",8.     Has anyone in your family been diagnosed with psychological condition   ?,  How happy are you with your living situation?  ,8.     What field did you choose for your studies?,8.     Are you satisfied with your choice to pursue this degree program?,20.Do you consider your course load stressful?,21.Do you feel stressed about your current financial situation? Why?,  How often do you feel worried or nervous?  , Do you find yourself worrying excessively about different things, How difficult is it for you to control your worries?,"Do you experience physical symptoms like sweating, shaking, or a racing heartbeat when anxious?",  Do you feel uneasy or find it hard to relax?  ,How often do you find it hard to concentrate or focus ?,Do you avoid social situations because of fear or nervousness?,  Have you ever felt sudden fear or panic (panic attrack )?  ,"  Does your anxiety make daily life, work, or relationships harder?  "," How often do you feel like something bad is going to happen, even if there’s no clear reason?",How often do you feel sad or down?,Do you feel hopeless about the future?,  How often do you feel bad about yourself or guilty?  ,Do you enjoy the things you used to love doing?,Do you have trouble sleeping?,  Do you feel like crying more than before?  ,Do you feel restless or slowed down?,Have you had thoughts about harming yourself?,How is your energy level?,How is your appetite?,  How often have you felt upset because something unexpected happened? ,How often have you felt like you couldn’t control the important parts of your life? ,How often have you felt nervous and stressed? ,How often have you felt confident in solving your personal problems? ,How often have you felt like things were going well for you? ,  How often do you feel like you have too much to do and can't handle it?  ,How often have you been able to stay calm and control your anger when something irritated you? ,How often have you felt like you were in control of your life and responsibilities? ,How often have you felt angry because things happened that were out of your control? ,How often have you felt like your problems were too big to handle?
3/16/2025 1:46:10,Male,26-35,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In Master,Employed,Bachelor’s,College,1-2 times a week,Mostly junk food,1-2 times,Always,No,Pretty happy,Computer Science ,Yes,No,,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 2:47:12,Female,18-25,In a relationship,Single parent,No,No,Yes,In bachelors,Student,Bachelor’s,Bachelor’s,None,Mostly junk food,3-5 times,Sometimes,Yes,Pretty happy,Medicine,Yes,No,Yes...sometimes but keep myself motivated,Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 5:28:14,Male,18-25,"Single, never married",Single parent,No,No,No,In Master,Employed,Bachelor’s,Bachelor’s,1-2 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Very happy,MBBS,Yes,Yes,Nope,A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all)
3/16/2025 5:36:11,Female,26-35,Living together,Nuclear (Both parents live together with their children),No,No,No,In bachelors,Employed,School,School,No,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Arts,Yes,No,"Yes of course,bcz of increasing price factor of everything but not in salary ",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 6:33:15,Female,18-25,In a relationship,Nuclear (Both parents live together with their children),Yes,No,Yes,In bachelors,Student,College,College,5-6 times a week,Both,Almost every day,Never,No,Not happy at all,Bs data science.,Yes,No,No,Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),"Very low (Always tired, no energy)",I have lost my appetite completely OR I eat too much.,Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes)
3/16/2025 6:43:21,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,Master’s,1-2 times a week,Sometimes junk and sometimes health (50-50),Almost every day,Sometimes,No,Pretty happy,Software Engineering ,50-50,Yes,Not at all ,Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I eat a little less than usual.,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes)
3/16/2025 6:45:00,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student + Employed,Bachelor’s,Bachelor’s,2-3 times a week,Mostly healthy meal,Almost every day,Often,Yes,Pretty happy,Bachelor in Business Administration ,Yes,Yes,Yes but Allah will surely have great plans for me in future ,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 7:01:08,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Bachelor’s,College,1-2 times a week,Always healthy meal,Almost every day,Never,No,Pretty happy,Medical,Yes,Yes,nope,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),High (Feel active and energetic most of the time),My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time)
3/16/2025 12:07:24,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Employed,College,Bachelor’s,2-3 times a week,Mostly healthy meal,3-5 times,Never,Yes,Pretty happy,Software Engineering,Yes,No,nope,A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),High (Feel active and energetic most of the time),My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes)
3/16/2025 12:28:08,Male,18-25,"Single, never married",Widow,Yes,No,No,In bachelors,Employed,College,Bachelor’s,Intermittent/ Irregular,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Medicine,No,No,"Partial, thinking of future to how to manage.",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all)
3/16/2025 12:37:16,Female,46-55,Divorced,Single parent,Yes,No,No,In bachelors,Business ,No,Bachelor’s,3-5 times a week,Always healthy meal,Almost every day,Never,Yes,Very happy,Business ,Yes,No,No,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),High (Feel active and energetic most of the time),My appetite is normal.,A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all)
3/16/2025 13:44:46,Female,36-45,Divorced,Single parent,No,No,No,Post grad,Student + Employed,Bachelor’s,College,3-5 times a week,Always junk food,Almost every day,Sometimes,No,Pretty happy,IT,Yes,No,Sometimes. when I desire something out of my budget,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I eat a little less than usual.,A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 14:52:10,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Unemployed,Bachelor’s,Bachelor’s,3-5 times a week,Always healthy meal,Almost every day,Sometimes,No,Pretty happy,Textile design,Yes,Yes,Yes,Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day)
3/16/2025 15:01:24,Female,18-25,In a relationship,Not married ,No,Yes,No,In Master,Employed,College,Bachelor’s,2-3 times a week,Mostly healthy meal,Almost every day,Never,Yes,Pretty happy,Biochemistry ,Yes,No,No,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),High (Feel active and energetic most of the time),I eat a little less than usual.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 15:15:05,Female,18-25,Married ,Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Bachelor’s,College,1-2 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Islamic learning ,Yes,No,No ,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 15:17:17,Female,26-35,Separated,Single parent,No,No,No,In Master,Employed,Bachelor’s,Master’s,5-6 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,physiology ,No,Yes,no,Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all)
3/16/2025 15:26:17,Male,18-25,In a relationship,Nuclear (Both parents live together with their children),No,No,Yes,In bachelors,Employed,Uneducated ,Uneducated ,5-6 times a week,Always healthy meal,Almost every day,Sometimes,No,Very happy,MBBS ,Yes,Yes,No,Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),"Moderate (Sometimes feel tired, but mostly okay",I have lost my appetite completely OR I eat too much.,Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time)
3/16/2025 15:26:43,Female,39,Divorced,Nuclear (Both parents live together with their children),Yes,No,No,Phd,Employed,School,Master’s,3-5 times a week,Always healthy meal,Almost every day,Often,Yes,A little unhappy,Science ,Yes,Yes,No,A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day)
3/16/2025 16:05:11,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,College,College,2-3 times a week,Mostly healthy meal,Never,Never,No,Not happy at all,Information Technology,Yes,Yes,"Yes, bcz l am not able to support my family ",Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),"Low (Often feel tired, low energy)",I eat a little less than usual.,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day)
3/16/2025 17:27:25,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,Collage,Student,Bachelor’s,Bachelor’s,2-3 times a week,Mostly junk food,3-5 times,Sometimes,Yes,A little unhappy,Architecture ,Yes,Yes,,Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time)
3/16/2025 17:28:00,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,College,2-3 times a week,Mostly healthy meal,3-5 times,Sometimes,No,Very happy,Science ,Yes,Yes,No,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 20:16:07,Female,18-25,In a relationship,Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,College,1-2 times a week,Mostly junk food,Almost every day,Sometimes,No,A little unhappy,MBBS,Yes,Yes,No,A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes)
3/16/2025 22:49:46,Female,18-25,"Single, never married",Single parent,No,Yes,No,In bachelors,Employed,College,College,1-2 times a week,Always healthy meal,Almost every day,Never,No,Pretty happy,Computer ,Yes,No,,Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),"Low (Often feel tired, low energy)",I do not feel hungry at all OR I overeat all the time.,Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all)
3/17/2025 0:01:22,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,Collage,Student + Employed,School,Bachelor’s,I usually don't,Mostly healthy meal,Almost every day,Never,No,Pretty happy,MBBS,Yes,Yes,Yes,Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/17/2025 0:05:19,Male,Over 55,Living together,Nuclear (Both parents live together with their children),No,Yes,No,In Master,Employed,School,School,2-3 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Philosophy,Yes,No,Yes cause of high inflation,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all)
